# airline	from	to	codeshare	stops	equipment
# Date: 2012-10-14
KL	SJO	PTY	*	0	73G
KL	SJO	TGU	*	0	73G
KL	SLC	HNL	*	0	763
KL	SLC	LAX	*	0	757
KL	SLZ	GRU	*	0	73G
KL	SSA	BPS	*	0	737
KL	SSA	CPV	*	0	738
KL	SSG	DLA	*	0	777
KL	STR	AMS	*	0	EMJ F70
KL	STR	ATL	*	0	767
KL	SVG	AMS		0	737
KL	SVG	AMS	*	0	EMJ F70
KL	SVO	AMS		0	737
KL	SVO	AMS	*	0	32S
KL	SXB	AMS	*	0	ERJ
KL	SXM	CUR		0	747
KL	SYX	HGH	*	0	32S
KL	TAO	CGQ	*	0	737
KL	TAO	DQA	*	0	319
KL	TAO	HGH	*	0	737
KL	TAO	HRB	*	0	32S
KL	TAO	PVG	*	0	319
KL	TBS	AMS	*	0	737
KL	TGU	SJO	*	0	737
KL	THE	FOR	*	0	737
KL	TLL	AMS	*	0	CRJ
KL	TLS	AMS	*	0	EMJ F70
KL	TLV	AMS		0	737
KL	TNA	TYN	*	0	CR2
KL	TPE	AMS		0	777
KL	TPE	BKK	*	0	747
KL	TPE	MNL		0	777
KL	TRD	AMS	*	0	EMJ
KL	TRF	AMS	*	0	F70
KL	TRN	AMS	*	0	EMJ
KL	TXL	AMS		0	EMJ 737
KL	UIO	GYE		0	777
KL	URC	CGO	*	0	737
KL	URC	CTU	*	0	737 E90
KL	URC	PVG	*	0	73G
KL	URC	XIY	*	0	737
KL	URC	YIN	*	0	73G
KL	USM	BKK	*	0	319
KL	USM	SIN	*	0	319
KL	VCE	AMS		0	737 EMJ
KL	VIE	AMS		0	EMJ 737
KL	WAW	AMS		0	737
KL	WEH	CAN	*	0	320
KL	WEH	HRB	*	0	320
KL	WUH	CAN	*	0	737
KL	WUH	URC	*	0	737
KL	WUH	XMN	*	0	737
KL	XIY	CTU	*	0	320 321 319
KL	XIY	DLC	*	0	321
KL	XIY	DQA	*	0	319
KL	XIY	HGH	*	0	73G
KL	XIY	HRB	*	0	320
KL	XIY	WUH	*	0	737
KL	XMN	AMS		0	777
KL	XMN	CGO	*	0	737
KL	XMN	HAK	*	0	733
KL	XMN	HFE	*	0	733
KL	XMN	HGH	*	0	737
KL	XMN	MNL	*	0	321
KL	XMN	NKG	*	0	32S 737
KL	XMN	NNG	*	0	737
KL	XMN	PEK	*	0	321
KL	XMN	SZX	*	0	733
KL	XMN	TAO	*	0	737
KL	XMN	TNA	*	0	737
KL	XMN	WNZ	*	0	32S
KL	XMN	WUH	*	0	737
KL	YEG	YMM	*	0	73W
KL	YEG	YQU	*	0	73W
KL	YEG	YYC	*	0	737 73W
KL	YIN	URC	*	0	737
KL	YIW	XMN	*	0	737
KL	YMM	YEG	*	0	737
KL	YNJ	CGQ	*	0	32S
KL	YNT	SHE	*	0	320
KL	YOW	YVR	*	0	737
KL	YOW	YYZ	*	0	737
KL	YQU	YEG	*	0	737
KL	YUL	AMS		0	M11
KL	YVR	AMS		0	777
KL	YVR	YLW	*	0	737
KL	YVR	YYC	*	0	737
KL	YWG	YEG	*	0	73W
KL	YYC	AMS		0	330
KL	YYC	YEG	*	0	737
KL	YYC	YOW	*	0	737
KL	YYC	YUL	*	0	737
KL	YYC	YXE	*	0	73W
KL	YYZ	AMS		0	330 74M
KL	YYZ	YQR	*	0	73W
KL	YYZ	YWG	*	0	737
KL	ZRH	AMS		0	EMJ 737
KM	AMS	MLA		0	320 319
KM	ATH	MLA		0	320
KM	ATH	SOF		0	320
KM	BEN	MLA		0	319
KM	BRU	MLA		0	320 319
KM	BUD	MLA		0	320
KM	CDG	MLA		0	319
KM	CTA	MLA		0	319 320
KM	CTA	MUC		0	319
KM	CTA	MUC	*	0	E95 320
KM	DME	MLA		0	320 319
KM	DUS	MLA		0	319 320
KM	FCO	MLA		0	320 319
KM	FRA	MLA		0	320 319
KM	FRA	MLA	*	0	320
KM	GVA	MLA		0	319
KM	HAM	MLA		0	320
KM	IST	MLA		0	320 319
KM	LCA	MLA	*	0	332
KM	LED	MLA		0	319
KM	LGW	MLA		0	319 320
KM	LHR	MLA		0	320 319
KM	LIN	MLA		0	320
KM	LYS	MLA		0	319
KM	LYS	MRS		0	320
KM	MAN	MLA		0	320
KM	MLA	AMS		0	320 319
KM	MLA	ATH		0	320
KM	MLA	BEN		0	319
KM	MLA	BRU		0	320 319
KM	MLA	BUD		0	320
KM	MLA	CDG		0	319
KM	MLA	CTA		0	319 320
KM	MLA	DME		0	320 319
KM	MLA	DUS		0	319 320
KM	MLA	FCO		0	320 319
KM	MLA	FRA		0	320 319
KM	MLA	FRA	*	0	320
KM	MLA	GVA		0	319
KM	MLA	HAM		0	320
KM	MLA	IST		0	320 319
KM	MLA	LCA	*	0	332
KM	MLA	LED		0	319
KM	MLA	LGW		0	319 320
KM	MLA	LHR		0	320 319
KM	MLA	LIN		0	320
KM	MLA	LYS		0	320 319
KM	MLA	MAN		0	320
KM	MLA	MRS		0	319
KM	MLA	MUC		0	319 320
KM	MLA	MUC	*	0	310 320
KM	MLA	MXP		0	319 320
KM	MLA	NCL		0	319
KM	MLA	ORY		0	319
KM	MLA	PRG		0	320
KM	MLA	SVO		0	319
KM	MLA	TIP		0	320 319
KM	MLA	TXL		0	320
KM	MLA	VIE		0	319 320
KM	MLA	ZRH		0	319 320
KM	MRS	MLA		0	320 319
KM	MUC	CTA		0	319
KM	MUC	CTA	*	0	E95 320
KM	MUC	MLA		0	319 320
KM	MUC	MLA	*	0	310 320
KM	MXP	MLA		0	319 320
KM	NCL	MLA		0	319
KM	ORY	MLA		0	319
KM	PRG	MLA		0	320
KM	SOF	ATH		0	320
KM	SVO	MLA		0	319
KM	TIP	MLA		0	320 319
KM	TXL	MLA		0	320
KM	VIE	MLA		0	319 320
KM	ZRH	MLA		0	319 320
KN	BAV	NAY		0	73G 738
KN	CAN	NAY		0	738
KN	CGQ	NAY		0	73G
KN	CIF	NAY		0	738
KN	CIH	NAY		0	73G
KN	CKG	FUO		0	738
KN	CKG	NAY		0	73G
KN	CSX	NAY		0	73G
KN	CTU	NAY		0	738 73G
KN	CZX	NAY		0	738
KN	DAT	NAY		0	73G
KN	DSN	NAY		0	738
KN	ENY	NAY		0	738
KN	FUO	CKG		0	738
KN	FUO	NAY		0	738
KN	FUO	SWA		0	738
KN	FUO	XIY		0	738
KN	FUO	ZHA		0	738
KN	HET	NAY		0	73G 738
KN	HGH	NAY		0	738
KN	HLD	NAY		0	73G 738
KN	HLH	NAY		0	738
KN	HSN	NAY		0	738
KN	INC	NAY		0	73G
KN	JUZ	NAY		0	738
KN	KWE	NAY		0	73G
KN	LYG	NAY		0	738
KN	LYI	NAY		0	738
KN	NAY	BAV		0	73G 738
KN	NAY	CAN		0	738
KN	NAY	CGQ		0	73G
KN	NAY	CIF		0	738
KN	NAY	CIH		0	73G
KN	NAY	CKG		0	73G
KN	NAY	CSX		0	73G
KN	NAY	CTU		0	738 73G
KN	NAY	CZX		0	738
KN	NAY	DAT		0	73G
KN	NAY	DSN		0	738
KN	NAY	ENY		0	738
KN	NAY	FUO		0	738
KN	NAY	HET		0	73G 738
KN	NAY	HGH		0	738
KN	NAY	HLD		0	73G 738
KN	NAY	HLH		0	738
KN	NAY	HSN		0	738
KN	NAY	INC		0	73G
KN	NAY	JUZ		0	738
KN	NAY	KWE		0	73G
KN	NAY	LYG		0	738
KN	NAY	LYI		0	738
KN	NAY	NDG		0	738
KN	NAY	NNY		0	738
KN	NAY	NTG		0	738
KN	NAY	NZH		0	73G
KN	NAY	SJW		0	73G
KN	NAY	SZX		0	738
KN	NAY	TGO		0	73G
KN	NAY	URC		0	738
KN	NAY	UYN		0	738 73G
KN	NAY	WNZ		0	738
KN	NAY	WUA		0	738
KN	NAY	WUX		0	73G
KN	NAY	XFN		0	738
KN	NAY	XIL		0	738 73G
KN	NAY	XMN		0	738
KN	NDG	NAY		0	738
KN	NNY	NAY		0	738
KN	NTG	NAY		0	738
KN	NZH	NAY		0	73G
KN	SJW	NAY		0	73G
KN	SWA	FUO		0	738
KN	SZX	NAY		0	738
KN	TGO	NAY		0	73G
KN	URC	NAY		0	738
KN	UYN	NAY		0	738 73G
KN	WNZ	NAY		0	738
KN	WUA	NAY		0	738
KN	WUX	NAY		0	73G
KN	XFN	NAY		0	738
KN	XIL	NAY		0	738 73G
KN	XIY	FUO		0	738
KN	XMN	NAY		0	738
KN	ZHA	FUO		0	738
KO	ATH	IEV	*	0	AR1
KO	ATH	LWO	*	0	AR1
KO	DOK	IEV		0	AR1
KO	IEV	ATH	*	0	AR1
KO	IEV	DOK		0	AR1
KO	IEV	SIP		0	AR1
KO	LWO	ATH	*	0	AR1
KO	SIP	IEV		0	AR1
KQ	ABJ	DKR		0	738
KQ	ABJ	NBO		0	738
KQ	ACC	FNA		0	738
KQ	ACC	NBO		0	738
KQ	ACC	ROB		0	738
KQ	ADD	JIB		0	E70 E90
KQ	ADD	NBO		0	E90 E70
KQ	AMS	NBO		0	763
KQ	AMS	NBO	*	0	747
KQ	APL	NBO		0	E70
KQ	BGF	DLA		0	738 73W
KQ	BGF	NBO		0	738 73W
KQ	BJM	KGL		0	E90 E70
KQ	BJM	NBO		0	E90 E70
KQ	BKK	CAN		0	772
KQ	BKK	HKG		0	772
KQ	BKK	ICN	*	0	773
KQ	BKK	NBO		0	772
KQ	BKK	SYD	*	0	333 332
KQ	BKO	COO		0	73W
KQ	BOM	NBO		0	763
KQ	BZV	FIH		0	738
KQ	BZV	NBO		0	738
KQ	CAI	KRT		0	73W 738
KQ	CAN	BKK		0	772
KQ	CAN	DXB	*	0	772
KQ	CDG	NBO		0	763
KQ	CDG	ZRH	*	0	E90
KQ	COO	BKO		0	73W
KQ	COO	NBO		0	73W 738
KQ	DAR	MBA	*	0	AT5
KQ	DAR	NBO		0	733 E90 E70
KQ	DAR	NBO	*	0	733
KQ	DAR	ZNZ	*	0	AT5 AT7
KQ	DEL	NBO		0	763
KQ	DKR	ABJ		0	738
KQ	DKR	OUA		0	73W
KQ	DLA	BGF		0	738 73W
KQ	DLA	LBV		0	73W
KQ	DLA	NBO		0	738 73W
KQ	DXB	CAN	*	0	772
KQ	DXB	NBO		0	763 738
KQ	DXB	PEK	*	0	330
KQ	DXB	SVO	*	0	320
KQ	DZA	HAH		0	73W
KQ	EBB	NBO		0	733 73W E90
KQ	EDI	CDG	*	0	AR8
KQ	EDL	NBO		0	E70
KQ	FBM	NLA		0	73W
KQ	FIH	BZV		0	738
KQ	FIH	NBO		0	73W 738 763
KQ	FNA	ACC		0	738
KQ	GBE	HRE		0	E90
KQ	GBE	NBO		0	E90
KQ	HAH	NBO		0	73W 733
KQ	HKG	BKK		0	772
KQ	HRE	GBE		0	E90
KQ	HRE	LUN		0	763
KQ	HRE	NBO		0	E90 733
KQ	ICN	BKK	*	0	773
KQ	ICN	NBO	*	0	332
KQ	JED	DXB	*	0	330
KQ	JED	NBO		0	738
KQ	JED	NBO	*	0	320
KQ	JIB	ADD		0	E90 E70
KQ	JIB	NBO		0	E70 E90
KQ	JNB	NBO		0	738 73W 733 763
KQ	JRO	MWZ	*	0	AT7
KQ	JRO	NBO		0	E70 E90
KQ	JRO	NBO	*	0	AT7
KQ	JUB	NBO		0	E70 E90
KQ	KGL	BJM		0	E90 E70
KQ	KGL	NBO		0	E90 E70
KQ	KIS	NBO		0	E70 E90
KQ	KRT	CAI		0	73W 738
KQ	KRT	NBO		0	738 73W
KQ	LAD	NBO		0	733 738
KQ	LBV	NBO		0	73W
KQ	LHR	NBO		0	772
KQ	LLW	LUN		0	763 E90
KQ	LLW	NBO		0	E90 763 772 E70
KQ	LOS	COO		0	73W
KQ	LOS	NBO		0	763 738
KQ	LUN	HRE		0	E90
KQ	LUN	LLW		0	763 772 E70
KQ	LUN	NBO		0	763 772 E90
KQ	MBA	DAR	*	0	AT5
KQ	MBA	NBO		0	E90 733
KQ	MPM	NBO		0	733 E90
KQ	MPM	POL	*	0	E90
KQ	MRU	NBO	*	0	319
KQ	MWZ	JRO	*	0	AT7
KQ	MWZ	NBO	*	0	AT4 AT5
KQ	MYD	NBO		0	E70
KQ	NBO	ABJ		0	738
KQ	NBO	ACC		0	738
KQ	NBO	ADD		0	E90 E70
KQ	NBO	AMS		0	763
KQ	NBO	AMS	*	0	747
KQ	NBO	APL		0	E70
KQ	NBO	BGF		0	738 73W
KQ	NBO	BJM		0	E90 E70
KQ	NBO	BKK		0	772
KQ	NBO	BOM		0	763
KQ	NBO	BZV		0	738
KQ	NBO	CDG		0	763
KQ	NBO	COO		0	73W
KQ	NBO	DAR		0	733 E90 E70
KQ	NBO	DAR	*	0	733
KQ	NBO	DEL		0	763
KQ	NBO	DLA		0	738 73W
KQ	NBO	DXB		0	763 738
KQ	NBO	DZA		0	73W 733
KQ	NBO	EBB		0	733 73W E90
KQ	NBO	EDL		0	E70
KQ	NBO	FBM		0	73W
KQ	NBO	FIH		0	73W 763 738
KQ	NBO	GBE		0	E90
KQ	NBO	HRE		0	763 E90 733 772
KQ	NBO	ICN	*	0	332
KQ	NBO	JED		0	738
KQ	NBO	JED	*	0	320
KQ	NBO	JIB		0	E70
KQ	NBO	JNB		0	73W 738 733 763
KQ	NBO	JRO		0	E70 E90
KQ	NBO	JRO	*	0	AT7
KQ	NBO	JUB		0	E70 E90
KQ	NBO	KGL		0	E90 E70
KQ	NBO	KIS		0	E70 E90
KQ	NBO	KRT		0	73W 738
KQ	NBO	LAD		0	733 738
KQ	NBO	LHR		0	772
KQ	NBO	LLW		0	E90 763
KQ	NBO	LOS		0	763 73W 738
KQ	NBO	LUN		0	E90 763 772 E70
KQ	NBO	MBA		0	E90 733
KQ	NBO	MPM		0	733 E90
KQ	NBO	MRU	*	0	319
KQ	NBO	MWZ	*	0	AT4 AT5
KQ	NBO	MYD		0	E70
KQ	NBO	NDJ		0	E90
KQ	NBO	NSI		0	E90 73W 733
KQ	NBO	OUA		0	73W
KQ	NBO	POL	*	0	E90
KQ	NBO	SEZ		0	73W 738
KQ	NBO	TNR		0	73W 738
KQ	NBO	ZNZ	*	0	AT7 AT5 AT4
KQ	NDJ	NBO		0	E90
KQ	NLA	NBO		0	73W
KQ	NSI	NBO		0	E90 73W 733
KQ	OUA	DKR		0	73W
KQ	OUA	NBO		0	73W
KQ	PEK	DXB	*	0	330
KQ	POL	MPM	*	0	E90
KQ	POL	NBO	*	0	E90
KQ	ROB	ACC		0	738
KQ	SEZ	NBO		0	73W 738
KQ	SVO	DXB	*	0	320
KQ	SYD	BKK	*	0	333 332
KQ	TNR	NBO		0	73W 738
KQ	ZNZ	DAR	*	0	AT7 AT5
KQ	ZNZ	NBO	*	0	AT5 AT7 AT4
KQ	ZRH	CDG	*	0	E90
KR	DME	FRU		0	320
KR	DME	OSS		0	320
KR	FRU	DME		0	320
KR	FRU	ICN		0	320
KR	FRU	OSS		0	320
KR	FRU	SGC		0	320
KR	FRU	URC		0	320
KR	ICN	FRU		0	320
KR	IKT	OSS		0	320
KR	KJA	OSS		0	320
KR	OSS	DME		0	320
KR	OSS	FRU		0	320
KR	OSS	IKT		0	320
KR	OSS	KJA		0	320
KR	SGC	FRU		0	320
KR	URC	FRU		0	320
KS	AKN	ANC		0	SF3
KS	AKN	KCQ		0	PAG
KS	AKN	KSR		0	PAG
KS	AKN	VBM		0	PAG
KS	ANC	AKN		0	SF3
KS	ANC	ANI		0	SF3
KS	ANC	CDB		0	SF3
KS	ANC	DLG		0	SF3
KS	ANC	MCG		0	SF3
KS	ANC	SDP		0	SF3
KS	ANC	SNP		0	SF3
KS	ANC	STG		0	SF3
KS	ANC	UNK		0	SF3
KS	ANI	ANC		0	SF3
KS	ANI	UNK		0	SF3
KS	BOS	PBG		0	SF3
KS	BOS	PQI		0	SF3
KS	CDB	ANC		0	SF3
KS	CDB	KFP		0	PAG CNA
KS	CDB	KVC		0	CNA
KS	CDB	NLG		0	CNA PAG
KS	DLG	ANC		0	SF3
KS	DUT	KQA		0	GRG
KS	KCG	KCL		0	PAG
KS	KCG	KPV		0	PAG
KS	KCL	KCG		0	PAG
KS	KCL	KCQ		0	PAG
KS	KCQ	AKN		0	PAG
KS	KCQ	KCL		0	PAG
KS	KFP	CDB		0	PAG CNA
KS	KFP	KVC		0	CNA
KS	KPV	KCG		0	PAG
KS	KQA	DUT		0	GRG
KS	KSR	AKN		0	PAG
KS	KVC	CDB		0	CNA
KS	KVC	KFP		0	CNA
KS	KVC	PML		0	CNA
KS	MCG	ANC		0	SF3
KS	NLG	CDB		0	CNA
KS	NLG	PML		0	CNA PAG
KS	PBG	BOS		0	SF3
KS	PML	CDB		0	PAG
KS	PML	KVC		0	CNA
KS	PML	NLG		0	CNA
KS	PQI	BOS		0	SF3
KS	SDP	ANC		0	SF3
KS	SNP	ANC		0	SF3
KS	SNP	STG		0	SF3
KS	STG	ANC		0	SF3
KS	STG	SNP		0	SF3
KS	UNK	ANC		0	SF3
KS	UNK	ANI		0	SF3
KS	VBM	AKN		0	PAG
KU	ADD	KWI		0	73W
KU	AMM	KWI		0	310 320
KU	BAH	KWI		0	320
KU	BEY	KWI		0	310
KU	BKK	KWI		0	340
KU	BKK	MNL		0	340
KU	BOM	KWI		0	310 AB6 340 777 320
KU	CAI	KWI		0	777 320 AB6 340 310
KU	CDG	FCO		0	AB6 340
KU	CGK	KUL		0	340
KU	CMB	KWI		0	AB6
KU	COK	KWI		0	AB6 310
KU	DAC	KWI		0	AB6
KU	DEL	KWI		0	320 310
KU	DMM	KWI		0	320
KU	DOH	KWI		0	320 310
KU	DXB	KWI		0	320 310 AB6
KU	FCO	CDG		0	AB6 340
KU	FCO	KWI		0	AB6 340
KU	FRA	GVA		0	340
KU	FRA	KWI		0	340
KU	GVA	FRA		0	340
KU	HBE	KWI		0	320
KU	HMB	KWI		0	320
KU	IKA	KWI		0	320 310
KU	ISB	KWI		0	320 310 777
KU	IST	KWI	*	0	321 738 320
KU	JED	KWI		0	310 AB6 340
KU	JFK	KWI		0	777
KU	JFK	LHR		0	777
KU	KUL	CGK		0	340
KU	KUL	KWI		0	340
KU	KWI	ADD		0	73W
KU	KWI	AMM		0	310 320
KU	KWI	BAH		0	320
KU	KWI	BEY		0	310
KU	KWI	BKK		0	340
KU	KWI	BOM		0	AB6 340 777 320 310
KU	KWI	CAI		0	777 320 AB6 340 310
KU	KWI	CMB		0	AB6
KU	KWI	COK		0	310 AB6
KU	KWI	DAC		0	AB6
KU	KWI	DEL		0	320 310
KU	KWI	DMM		0	320
KU	KWI	DOH		0	320 310
KU	KWI	DXB		0	320 310 AB6
KU	KWI	FCO		0	AB6 340
KU	KWI	FRA		0	340
KU	KWI	HBE		0	320
KU	KWI	HMB		0	320
KU	KWI	HMB		1	320
KU	KWI	IKA		0	320 310
KU	KWI	ISB		0	320 310 777
KU	KWI	IST	*	0	320 321 738 330
KU	KWI	JED		0	310 AB6 340
KU	KWI	JFK		0	777
KU	KWI	KUL		0	340
KU	KWI	LHR		0	AB6 777 340
KU	KWI	MAA		0	AB6 310
KU	KWI	MED		0	340 AB6
KU	KWI	RUH		0	AB6 310 320 340
KU	KWI	SAH		0	320
KU	KWI	SAH		1	320
KU	KWI	SSH		0	320
KU	KWI	TRV		0	310 AB6
KU	LHR	JFK		0	777
KU	LHR	KWI		0	AB6 777 340
KU	MAA	KWI		0	310 AB6
KU	MED	KWI		0	340 AB6
KU	MNL	BKK		0	340
KU	RUH	KWI		0	AB6 310 320 340
KU	SAH	KWI		0	320
KU	SAH	KWI		1	320
KU	SSH	KWI		0	320
KU	SSH	KWI		1	320
KU	TRV	KWI		0	310 AB6
KX	CYB	GCM		0	733 DHT
KX	CYB	LYB		0	DHT
KX	GCM	CYB		0	DHT 733
KX	GCM	HAV		0	733
KX	GCM	JFK		0	733
KX	GCM	KIN		0	733
KX	GCM	LCE		0	733
KX	GCM	LYB		0	DHT
KX	GCM	MIA		0	733
KX	GCM	TPA		0	733
KX	HAV	GCM		0	733
KX	JFK	GCM		0	733
KX	KIN	GCM		0	733
KX	KIN	MBJ		0	733
KX	LCE	GCM		0	733
KX	LYB	CYB		0	DHT
KX	LYB	GCM		0	DHT
KX	MBJ	GCM		0	733
KX	MIA	CYB		0	733
KX	MIA	GCM		0	733
KX	TPA	GCM		0	733
KY	CKG	KMG		0	73G
KY	CKG	YIW		0	73G
KY	CSX	KMG		0	73G
KY	CSX	SJW		0	73G
KY	CSX	TYN		0	73G
KY	CTU	KMG		0	73G
KY	CZX	DLC		0	73G
KY	CZX	KMG		0	73G
KY	DLC	CZX		0	73G
KY	HFE	NNG		0	73G
KY	HGH	KMG		0	73G
KY	HRB	TNA		0	73G
KY	JHG	KMG		0	73G
KY	KMG	CKG		0	73G
KY	KMG	CSX		0	73G
KY	KMG	CTU		0	73G
KY	KMG	CZX		0	73G
KY	KMG	HGH		0	73G
KY	KMG	JHG		0	73G
KY	KMG	KWE		0	73G
KY	KMG	LUM		0	73G
KY	KMG	MIG		0	73G
KY	KMG	NKG		0	73G
KY	KMG	NNG		0	73G
KY	KMG	SZX		0	73G
KY	KMG	TAO		0	73G
KY	KMG	TNA		0	73G
KY	KMG	XIY		0	73G
KY	KMG	XMN		0	73G
KY	KMG	YCU		0	73G
KY	KWE	KMG		0	73G
KY	KWE	NKG		0	73G
KY	LUM	KMG		0	73G
KY	MIG	KMG		0	73G
KY	NKG	KMG		0	73G
KY	NKG	KWE		0	73G
KY	NNG	HFE		0	73G
KY	NNG	KMG		0	73G
KY	NNG	XMN		0	73G
KY	SJW	CSX		0	73G
KY	SZX	KMG		0	73G
KY	TAO	KMG		0	73G
KY	TNA	HRB		0	73G
KY	TNA	KMG		0	73G
KY	TYN	CSX		0	73G
KY	XIY	KMG		0	73G
KY	XMN	KMG		0	73G
KY	XMN	NNG		0	73G
KY	YCU	KMG		0	73G
KY	YIW	CKG		0	73G
L6	ABJ	BKO		0	73G
L6	ABJ	COO		0	73G
L6	BKO	ABJ		0	73G
L6	BKO	NKC		0	73G
L6	BZV	COO		0	73G
L6	CKY	DKR		0	73G
L6	CMN	NDB		0	73G
L6	CMN	NKC		0	73G
L6	COO	ABJ		0	73G
L6	COO	BZV		0	73G
L6	DKR	CKY		0	73G
L6	DKR	NKC		0	73G
L6	NDB	CMN		0	73G
L6	NDB	NKC		0	735 73G
L6	NDB	OUZ		0	735
L6	NKC	BKO		0	73G
L6	NKC	CMN		0	73G
L6	NKC	DKR		0	73G
L6	NKC	NDB		0	735 73G
L6	OUZ	NDB		0	735
L9	AOI	SKP		0	AT7
L9	AOI	TIA		0	AT7
L9	BGY	PRN		0	320
L9	BRU	PRN		0	320
L9	DUS	PRN		0	320
L9	DUS	SKP		0	320
L9	FCO	SKP		0	319
L9	MLH	PRN		0	320
L9	MUC	PRN		0	319
L9	PRG	TIA		0	735
L9	PRN	BGY		0	320
L9	PRN	BRU		0	320
L9	PRN	DUS		0	320
L9	PRN	MLH		0	320
L9	PRN	MUC		0	319
L9	PRN	STR		0	319 320
L9	PRN	VCE		0	319
L9	PRN	VRN		0	319
L9	SKP	AOI		0	AT7
L9	SKP	DUS		0	320
L9	SKP	FCO		0	319
L9	STR	PRN		0	319 320
L9	TIA	AOI		0	AT7
L9	TIA	PRG		0	735
L9	TIA	VRN		0	319
L9	VCE	PRN		0	319
L9	VRN	PRN		0	319
L9	VRN	TIA		0	319
LA	ADZ	BOG	*	0	737 320
LA	AEP	BHI	*	0	320
LA	AEP	BRC	*	0	320
LA	AEP	COR	*	0	320 100
LA	AEP	CRD	*	0	320
LA	AEP	FTE	*	0	320
LA	AEP	GRU	*	0	320
LA	AEP	IGR	*	0	320
LA	AEP	MDZ	*	0	320
LA	AEP	NQN		0	320
LA	AEP	NQN	*	0	320
LA	AEP	RGL	*	0	320
LA	AEP	SCL		0	320 319
LA	AEP	SLA	*	0	320
LA	AEP	TUC	*	0	320
LA	AEP	UAQ		0	320
LA	AEP	USH		0	320
LA	AEP	USH	*	0	320
LA	AKL	SCL		0	343
LA	AKL	SYD		0	343
LA	ANF	IQQ	*	0	320 318
LA	ANF	LSC	*	0	320 318
LA	ANF	SCL		0	320 318
LA	ANF	SCL	*	0	320 318
LA	APO	EOH	*	0	DH2
LA	AQP	JUL	*	0	319
LA	AQP	LIM		0	319
LA	AQP	LIM	*	0	319
LA	ARI	IQQ		0	318 320
LA	ARI	SCL	*	0	318 320
LA	ASU	SCL	*	0	320
LA	BAQ	BOG	*	0	737 100
LA	BBA	PMC		0	320
LA	BBA	PMC	*	0	320
LA	BBA	SCL		0	320
LA	BBA	SCL	*	0	320
LA	BGA	BOG	*	0	737 320
LA	BGA	CUC	*	0	DH2
LA	BGA	EOH	*	0	DH2
LA	BHI	AEP	*	0	320
LA	BOG	ADZ	*	0	737 320
LA	BOG	BAQ	*	0	737
LA	BOG	BGA	*	0	737 320
LA	BOG	CLO	*	0	320
LA	BOG	CTG	*	0	737 320
LA	BOG	CUC	*	0	737 320
LA	BOG	EYP	*	0	737
LA	BOG	GRU	*	0	320
LA	BOG	IBE	*	0	DH2
LA	BOG	LET	*	0	320
LA	BOG	LIM	*	0	319
LA	BOG	MDE	*	0	320 100
LA	BOG	MIA	*	0	320
LA	BOG	MTR	*	0	737
LA	BOG	NVA	*	0	DH2
LA	BOG	PEI	*	0	737
LA	BOG	PUU	*	0	DH2
LA	BOG	SCL		0	763
LA	BOG	SMR	*	0	737
LA	BOG	UIB	*	0	DH2
LA	BOG	VUP	*	0	737 320
LA	BOG	VVC	*	0	DH2
LA	BRC	AEP		0	320
LA	BRC	AEP	*	0	320
LA	BRC	EZE	*	0	320
LA	CCP	SCL	*	0	320 318
LA	CCS	GYE		0	763
LA	CCS	LIM	*	0	763
LA	CCS	MIA		0	763
LA	CCS	SCL		0	763
LA	CIX	LIM	*	0	319
LA	CJA	LIM	*	0	319
LA	CJC	SCL		0	320 318
LA	CJC	SCL	*	0	318 320
LA	CLO	BOG	*	0	320 100
LA	CLO	UIO	*	0	319
LA	COR	AEP	*	0	320 100
LA	COR	LIM	*	0	319
LA	COR	SCL		0	320 319
LA	CPO	SCL	*	0	320 318
LA	CRD	AEP	*	0	320
LA	CTG	BOG	*	0	737 320
LA	CUC	BGA	*	0	DH2
LA	CUC	BOG	*	0	737 320
LA	CUN	LIM	*	0	319
LA	CUN	MEX	*	0	737
LA	CUN	MIA		0	763
LA	CUN	SCL		0	763
LA	CUZ	JUL		0	319
LA	CUZ	LIM		0	319
LA	CUZ	LIM	*	0	319
LA	CUZ	PEM		0	319
LA	CUZ	PEM	*	0	319
LA	DCA	MIA	*	0	738
LA	DFW	SCL	*	0	763
LA	EOH	APO	*	0	DH2
LA	EOH	BGA	*	0	DH2
LA	EOH	IBE	*	0	DH2
LA	EOH	MTR	*	0	DH2
LA	EOH	PEI	*	0	DH2
LA	EOH	UIB	*	0	DH2
LA	EYP	BOG	*	0	737
LA	EZE	FTE		0	320
LA	EZE	GIG	*	0	320 330
LA	EZE	GRU	*	0	320 100 330
LA	EZE	GYE	*	0	320
LA	EZE	LIM	*	0	763 320
LA	EZE	SCL		0	320 787 763 319
LA	EZE	SCL	*	0	763
LA	EZE	USH		0	320
LA	FRA	MAD		0	343
LA	FTE	AEP		0	320
LA	FTE	AEP	*	0	320
LA	FTE	EZE	*	0	320
LA	FTE	USH	*	0	320
LA	GIG	CWB	*	0	320
LA	GIG	EZE	*	0	330 320
LA	GIG	SCL		0	319 320
LA	GRU	AEP	*	0	320
LA	GRU	BOG	*	0	320
LA	GRU	EZE	*	0	330 320
LA	GRU	LIM		0	319
LA	GRU	LIM	*	0	319 320 100 763
LA	GRU	SCL		0	319 763 320
LA	GRU	SCL	*	0	773 320
LA	GYE	CCS		0	763
LA	GYE	EZE	*	0	320
